,Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours)
1000,USA,2016,Ransomware,Healthcare,99.19,745103,Insider,Unpatched Software,Encryption,8
1001,India,2015,DDoS,Healthcare,10.94,600279,Insider,Unpatched Software,AI-based Detection,16
1002,Russia,2016,Man-in-the-Middle,IT,48.86,973654,Unknown,Unpatched Software,Encryption,23
1003,China,2016,DDoS,Telecommunications,80.48,78123,Hacker Group,Social Engineering,Antivirus,50
1004,UK,2015,Man-in-the-Middle,Government,69.96,675955,Insider,Zero-day,Antivirus,60
1005,China,2016,DDoS,IT,18.96,122866,Insider,Unpatched Software,VPN,46
1006,Russia,2018,Ransomware,Education,66.33,177570,Nation-state,Social Engineering,Encryption,72
1007,France,2024,Man-in-the-Middle,Retail,60.4,774913,Unknown,Unpatched Software,Antivirus,43
1008,China,2024,Phishing,IT,24.92,852327,Unknown,Zero-day,VPN,44
1009,Australia,2019,DDoS,IT,32.06,775033,Hacker Group,Zero-day,Antivirus,8
1010,China,2022,Phishing,Telecommunications,71.77,823093,Insider,Zero-day,Firewall,36
1011,France,2018,Phishing,Government,70.59,947445,Insider,Social Engineering,Encryption,59
1012,Japan,2018,DDoS,IT,75.34,972713,Unknown,Unpatched Software,Encryption,71
1013,France,2023,Malware,Banking,9.99,116840,Unknown,Zero-day,Firewall,51
1014,USA,2021,Ransomware,Telecommunications,91.94,710953,Unknown,Zero-day,Firewall,9
1015,Russia,2015,DDoS,IT,66.09,467190,Nation-state,Social Engineering,AI-based Detection,25
1016,Germany,2024,Phishing,Healthcare,66.73,540773,Unknown,Unpatched Software,VPN,15
1017,Australia,2018,SQL Injection,Banking,40.11,874040,Unknown,Social Engineering,Firewall,6
1018,Australia,2022,SQL Injection,Healthcare,60.71,8498,Nation-state,Weak Passwords,VPN,17
1019,USA,2016,DDoS,IT,18.48,112881,Hacker Group,Social Engineering,VPN,32
1020,Japan,2018,DDoS,IT,9.9,942725,Insider,Zero-day,VPN,56
1021,France,2024,Phishing,Education,52.03,168684,Nation-state,Unpatched Software,VPN,27
1022,Japan,2018,DDoS,Telecommunications,25.06,559274,Hacker Group,Social Engineering,Firewall,27
1023,UK,2016,Phishing,Retail,13.68,144856,Unknown,Unpatched Software,Antivirus,13
1024,Japan,2015,Malware,Banking,2.63,418914,Nation-state,Unpatched Software,Firewall,53
1025,Brazil,2024,Phishing,Retail,88.47,842945,Hacker Group,Weak Passwords,Firewall,67
1026,UK,2022,DDoS,Government,50.04,841198,Unknown,Zero-day,VPN,41
1027,Germany,2024,Phishing,Government,19.52,50054,Insider,Unpatched Software,Antivirus,24
1028,Brazil,2020,DDoS,Telecommunications,4.52,52302,Unknown,Social Engineering,VPN,58
1029,India,2015,Man-in-the-Middle,Banking,97.28,694308,Nation-state,Weak Passwords,VPN,66
1030,China,2019,Malware,Telecommunications,62.67,520232,Nation-state,Weak Passwords,Encryption,53
1031,Germany,2018,SQL Injection,Retail,46.34,575379,Unknown,Zero-day,AI-based Detection,35
1032,Russia,2023,Man-in-the-Middle,IT,26.45,850714,Hacker Group,Unpatched Software,Encryption,6
1033,Germany,2023,SQL Injection,Healthcare,14.12,403325,Hacker Group,Weak Passwords,AI-based Detection,35
1034,Brazil,2022,Phishing,Education,80.99,345577,Insider,Unpatched Software,Encryption,4
1035,Australia,2017,Man-in-the-Middle,IT,30.51,428352,Hacker Group,Unpatched Software,Firewall,41
1036,Brazil,2023,Phishing,Banking,69.45,852592,Nation-state,Zero-day,AI-based Detection,12
1037,USA,2019,SQL Injection,Education,78.12,36804,Unknown,Weak Passwords,VPN,30
1038,Brazil,2020,Phishing,Telecommunications,92.63,725707,Hacker Group,Weak Passwords,AI-based Detection,9
1039,Australia,2017,Man-in-the-Middle,Telecommunications,35.27,765929,Nation-state,Weak Passwords,Firewall,16
1040,Russia,2017,Man-in-the-Middle,Retail,17.22,242574,Nation-state,Social Engineering,Encryption,59
1041,USA,2021,SQL Injection,Education,45.52,838652,Unknown,Social Engineering,Encryption,20
1042,Japan,2018,DDoS,Telecommunications,99.04,389405,Nation-state,Weak Passwords,Antivirus,53
1043,Russia,2022,Phishing,Telecommunications,56.44,359577,Unknown,Zero-day,Encryption,38
1044,India,2022,Man-in-the-Middle,Telecommunications,73.24,943689,Insider,Zero-day,Firewall,32
1045,Brazil,2024,SQL Injection,Education,14.69,783795,Insider,Weak Passwords,AI-based Detection,43
1046,Germany,2017,DDoS,Healthcare,72.05,263506,Insider,Zero-day,Encryption,49
1047,Australia,2020,DDoS,Telecommunications,20.59,457184,Insider,Social Engineering,VPN,11
1048,India,2019,SQL Injection,Banking,68.44,186842,Nation-state,Zero-day,VPN,40
1049,UK,2018,DDoS,Banking,8.81,198929,Nation-state,Weak Passwords,AI-based Detection,41
1050,Japan,2018,SQL Injection,Retail,51.58,65700,Hacker Group,Zero-day,Encryption,28
1051,Brazil,2021,Phishing,Telecommunications,83.79,90156,Hacker Group,Unpatched Software,Antivirus,65
1052,Australia,2015,DDoS,Telecommunications,14.55,470471,Nation-state,Unpatched Software,VPN,53
1053,China,2021,Malware,Retail,20.52,33426,Unknown,Social Engineering,Antivirus,16
1054,Russia,2024,Malware,Education,83.29,143037,Insider,Unpatched Software,Firewall,47
1055,Germany,2022,Ransomware,Telecommunications,79.77,151930,Unknown,Zero-day,Encryption,4
1056,China,2018,Malware,Education,97.2,499651,Nation-state,Zero-day,Encryption,50
1057,Brazil,2017,DDoS,Education,41.63,249211,Insider,Zero-day,AI-based Detection,59
1058,Germany,2024,SQL Injection,IT,1.01,470074,Insider,Weak Passwords,Encryption,9
1059,Japan,2015,Phishing,Banking,87.5,429920,Nation-state,Zero-day,Encryption,37
1060,Australia,2019,SQL Injection,Healthcare,0.75,269314,Unknown,Social Engineering,VPN,64
1061,UK,2019,Man-in-the-Middle,Healthcare,37.16,696199,Nation-state,Weak Passwords,Encryption,42
1062,Russia,2020,Phishing,Banking,98.38,355505,Nation-state,Unpatched Software,AI-based Detection,35
1063,Australia,2023,DDoS,IT,55.94,890234,Nation-state,Unpatched Software,VPN,53
1064,Brazil,2019,Ransomware,Telecommunications,23.63,581616,Insider,Social Engineering,Encryption,1
1065,China,2021,SQL Injection,IT,39.44,155768,Nation-state,Social Engineering,AI-based Detection,19
1066,Australia,2024,Malware,Telecommunications,83.69,824298,Nation-state,Unpatched Software,Firewall,4
1067,UK,2018,Malware,Government,28.88,212533,Insider,Unpatched Software,Antivirus,71
1068,Brazil,2019,Ransomware,Banking,10.1,47737,Hacker Group,Social Engineering,Encryption,69
1069,Brazil,2018,Man-in-the-Middle,IT,47.01,940513,Unknown,Unpatched Software,Encryption,10
1070,Russia,2021,Man-in-the-Middle,Banking,18.66,292992,Insider,Zero-day,Encryption,15
1071,Germany,2024,Malware,Telecommunications,79.72,639779,Nation-state,Zero-day,Antivirus,6
1072,Australia,2019,DDoS,Banking,29.85,949862,Hacker Group,Weak Passwords,Firewall,25
1073,USA,2021,Phishing,Healthcare,0.92,260396,Hacker Group,Zero-day,Antivirus,16
1074,Australia,2024,Phishing,IT,92.48,215376,Nation-state,Social Engineering,Firewall,18
1075,France,2016,DDoS,Telecommunications,20.09,689397,Insider,Social Engineering,AI-based Detection,68
1076,Brazil,2016,SQL Injection,Education,16.24,238092,Nation-state,Zero-day,AI-based Detection,32
1077,India,2019,Phishing,Banking,18.42,289539,Nation-state,Unpatched Software,Antivirus,27
1078,Russia,2020,DDoS,Healthcare,49.02,382327,Insider,Zero-day,VPN,30
1079,Australia,2018,Phishing,Government,12.43,605810,Unknown,Zero-day,Firewall,41
1080,Australia,2019,DDoS,Banking,1.27,588345,Insider,Unpatched Software,Firewall,49
1081,UK,2019,Phishing,Government,21.58,831367,Insider,Social Engineering,Antivirus,55
1082,Brazil,2019,Man-in-the-Middle,Banking,14.64,880671,Hacker Group,Social Engineering,Firewall,66
1083,France,2023,DDoS,Retail,92.32,418211,Insider,Unpatched Software,Encryption,39
1084,France,2022,Man-in-the-Middle,Retail,31.4,264380,Insider,Zero-day,VPN,37
1085,Brazil,2017,Phishing,Banking,9.25,437974,Hacker Group,Zero-day,Encryption,20
1086,India,2021,Phishing,IT,37.1,713949,Hacker Group,Unpatched Software,Antivirus,71
1087,USA,2022,SQL Injection,IT,8.5,523164,Hacker Group,Weak Passwords,AI-based Detection,30
1088,UK,2015,DDoS,Telecommunications,85.23,193852,Insider,Zero-day,VPN,54
1089,UK,2024,DDoS,Retail,14.09,655640,Nation-state,Zero-day,Firewall,61
1090,France,2021,Phishing,IT,76.02,573328,Insider,Zero-day,AI-based Detection,10
1091,UK,2019,Malware,Government,46.27,798717,Hacker Group,Social Engineering,Encryption,10
1092,Brazil,2019,DDoS,Telecommunications,59.86,899413,Nation-state,Weak Passwords,Encryption,11
1093,France,2017,SQL Injection,Healthcare,18.75,436009,Nation-state,Social Engineering,AI-based Detection,44
1094,UK,2020,SQL Injection,Retail,56.3,142291,Nation-state,Weak Passwords,VPN,29
1095,Germany,2019,Man-in-the-Middle,Government,64.8,276197,Unknown,Zero-day,Firewall,2
1096,Russia,2020,Ransomware,IT,33.61,807918,Hacker Group,Social Engineering,Antivirus,37
1097,France,2021,Man-in-the-Middle,Telecommunications,90.99,483484,Hacker Group,Unpatched Software,VPN,2
1098,Russia,2015,Ransomware,IT,41.79,7290,Insider,Weak Passwords,AI-based Detection,32
1099,India,2022,DDoS,IT,38.69,333967,Insider,Zero-day,Firewall,26
1100,China,2020,Man-in-the-Middle,Education,84.4,840118,Hacker Group,Zero-day,Encryption,58
1101,USA,2024,Malware,Healthcare,69.46,187312,Nation-state,Zero-day,VPN,58
1102,Brazil,2024,DDoS,IT,34.46,470727,Unknown,Weak Passwords,Firewall,8
1103,India,2023,Malware,Education,95.97,629490,Hacker Group,Zero-day,VPN,38
1104,France,2021,SQL Injection,Government,98.76,904598,Hacker Group,Social Engineering,AI-based Detection,11
1105,USA,2017,Ransomware,Education,12.59,820632,Unknown,Social Engineering,AI-based Detection,65
1106,Japan,2019,DDoS,Retail,78.78,214152,Insider,Weak Passwords,Firewall,7
1107,Australia,2024,DDoS,Banking,21.11,18766,Insider,Weak Passwords,Firewall,43
1108,France,2020,Malware,Banking,50.19,760230,Nation-state,Zero-day,VPN,56
1109,India,2021,Ransomware,Healthcare,76.83,603402,Insider,Zero-day,AI-based Detection,57
1110,France,2020,Man-in-the-Middle,Healthcare,17.49,693907,Hacker Group,Zero-day,AI-based Detection,54
1111,Brazil,2017,SQL Injection,Banking,66.78,698892,Unknown,Zero-day,AI-based Detection,24
1112,UK,2015,Phishing,IT,24.17,64082,Unknown,Social Engineering,Antivirus,16
1113,USA,2022,Ransomware,IT,38.84,687052,Nation-state,Unpatched Software,Encryption,34
1114,Russia,2018,Phishing,Government,14.98,417488,Hacker Group,Weak Passwords,Encryption,23
1115,Germany,2020,Ransomware,Telecommunications,15.14,970038,Nation-state,Zero-day,Firewall,47
1116,Japan,2016,SQL Injection,Government,10.4,240441,Unknown,Zero-day,Antivirus,17
1117,India,2020,Man-in-the-Middle,Banking,59.67,747418,Insider,Unpatched Software,VPN,20
1118,Japan,2019,Malware,Retail,36.66,977185,Insider,Social Engineering,Antivirus,71
1119,India,2019,Malware,Retail,58.98,267401,Unknown,Zero-day,Firewall,20
1120,Germany,2022,Ransomware,Retail,19.47,496271,Hacker Group,Unpatched Software,AI-based Detection,20
1121,France,2015,Phishing,Banking,64.62,104619,Insider,Unpatched Software,Antivirus,68
1122,Russia,2024,Ransomware,Healthcare,98.25,877571,Insider,Weak Passwords,Antivirus,19
1123,Japan,2020,Ransomware,Healthcare,41.88,93314,Hacker Group,Unpatched Software,VPN,24
1124,Brazil,2020,DDoS,Government,13.22,790415,Hacker Group,Zero-day,Encryption,52
1125,Germany,2020,Ransomware,IT,54.65,107180,Nation-state,Zero-day,Antivirus,68
1126,Japan,2018,Phishing,IT,72.01,401960,Nation-state,Unpatched Software,VPN,44
1127,USA,2020,Ransomware,Telecommunications,93.89,602474,Unknown,Social Engineering,VPN,71
1128,Australia,2024,Phishing,Education,18.64,701144,Hacker Group,Unpatched Software,Antivirus,41
1129,UK,2024,Malware,Education,64.05,116714,Insider,Social Engineering,Encryption,37
1130,France,2016,Man-in-the-Middle,IT,41.79,453408,Nation-state,Social Engineering,VPN,8
1131,UK,2022,Phishing,Retail,13.37,40843,Unknown,Weak Passwords,Encryption,66
1132,Australia,2015,Man-in-the-Middle,Healthcare,1.62,336650,Hacker Group,Zero-day,VPN,35
1133,China,2017,Phishing,Healthcare,92.64,911233,Hacker Group,Weak Passwords,AI-based Detection,18
1134,Brazil,2023,Ransomware,Telecommunications,32.18,812908,Hacker Group,Weak Passwords,Antivirus,12
1135,China,2019,SQL Injection,Education,64.26,796878,Nation-state,Zero-day,Antivirus,26
1136,Japan,2023,Man-in-the-Middle,Government,81.57,738014,Unknown,Social Engineering,Antivirus,24
1137,USA,2021,DDoS,Education,87.32,315915,Nation-state,Social Engineering,Antivirus,52
1138,China,2022,Ransomware,Education,70.44,164734,Nation-state,Unpatched Software,Firewall,7
1139,India,2024,Man-in-the-Middle,IT,1.75,617939,Unknown,Zero-day,Firewall,22
1140,Germany,2021,Phishing,Healthcare,96.81,374164,Hacker Group,Weak Passwords,Antivirus,53
1141,USA,2020,Phishing,Banking,74.51,332766,Hacker Group,Weak Passwords,Antivirus,53
1142,Brazil,2018,Phishing,Healthcare,2.52,414899,Unknown,Weak Passwords,Encryption,37
1143,Brazil,2017,DDoS,Retail,81.63,140371,Hacker Group,Zero-day,Encryption,13
1144,Australia,2019,Ransomware,Education,43.53,729109,Insider,Weak Passwords,VPN,22
1145,UK,2020,DDoS,Education,84.28,776200,Unknown,Weak Passwords,Encryption,49
1146,Russia,2019,Phishing,Healthcare,17.6,839921,Unknown,Zero-day,Antivirus,5
1147,France,2019,Malware,Education,31.35,312314,Unknown,Social Engineering,AI-based Detection,35
1148,Australia,2024,Man-in-the-Middle,Healthcare,65.72,299613,Hacker Group,Zero-day,Firewall,20
1149,India,2016,Phishing,Banking,43.81,250482,Insider,Weak Passwords,VPN,20
1150,Brazil,2021,DDoS,Banking,84.41,230110,Unknown,Social Engineering,Antivirus,51
1151,Australia,2015,SQL Injection,Retail,55.78,852650,Nation-state,Social Engineering,AI-based Detection,50
1152,Germany,2024,DDoS,Telecommunications,67.47,337890,Unknown,Weak Passwords,Antivirus,35
1153,Japan,2016,Malware,Education,8.08,557108,Nation-state,Zero-day,Firewall,17
1154,Australia,2022,DDoS,Telecommunications,46.2,299968,Insider,Zero-day,Antivirus,46
1155,China,2022,Phishing,Telecommunications,72.06,459296,Nation-state,Weak Passwords,AI-based Detection,13
1156,India,2019,Ransomware,Telecommunications,90.48,46972,Nation-state,Social Engineering,VPN,23
1157,UK,2022,Malware,Healthcare,21.26,602041,Hacker Group,Unpatched Software,AI-based Detection,25
1158,Japan,2016,Phishing,Banking,82.93,36797,Insider,Unpatched Software,VPN,2
1159,China,2021,SQL Injection,Healthcare,23.15,730762,Insider,Social Engineering,VPN,19
1160,Russia,2016,Malware,Government,66.19,91194,Hacker Group,Unpatched Software,Encryption,72
1161,India,2015,SQL Injection,Banking,95.81,42883,Unknown,Zero-day,Encryption,37
1162,UK,2024,SQL Injection,Retail,48.33,422592,Nation-state,Unpatched Software,VPN,37
1163,India,2015,Man-in-the-Middle,Healthcare,29.54,837320,Unknown,Social Engineering,VPN,14
1164,USA,2020,Phishing,Banking,44.08,708034,Unknown,Zero-day,AI-based Detection,39
1165,Japan,2024,Phishing,IT,91.71,47841,Hacker Group,Weak Passwords,Antivirus,23
1166,Japan,2015,SQL Injection,Banking,73.94,274703,Nation-state,Social Engineering,Encryption,6
1167,Australia,2021,Malware,Healthcare,10.35,776819,Insider,Unpatched Software,VPN,64
1168,Germany,2019,Man-in-the-Middle,IT,89.6,544648,Unknown,Weak Passwords,Antivirus,47
1169,China,2024,Man-in-the-Middle,Government,11.99,735203,Insider,Zero-day,VPN,66
1170,India,2018,SQL Injection,Education,77.02,424342,Unknown,Social Engineering,Antivirus,57
1171,Russia,2018,Malware,Retail,78.82,155353,Unknown,Weak Passwords,VPN,67
1172,Germany,2020,DDoS,Banking,64.64,735855,Insider,Unpatched Software,Firewall,23
1173,France,2016,Man-in-the-Middle,IT,11.91,765453,Unknown,Social Engineering,Antivirus,39
1174,Japan,2024,SQL Injection,Education,82.52,788243,Insider,Social Engineering,VPN,38
1175,Germany,2017,Phishing,Banking,69.85,253058,Hacker Group,Social Engineering,Encryption,44
1176,Australia,2022,Phishing,Healthcare,80.11,537530,Nation-state,Zero-day,Encryption,14
1177,China,2023,SQL Injection,Banking,2.46,95779,Nation-state,Zero-day,VPN,43
1178,France,2024,Phishing,Healthcare,59.79,906160,Unknown,Zero-day,VPN,48
1179,Russia,2019,Ransomware,Education,11.06,490910,Insider,Zero-day,AI-based Detection,58
1180,UK,2020,SQL Injection,Banking,73.69,522097,Hacker Group,Weak Passwords,VPN,63
1181,Germany,2016,Man-in-the-Middle,Retail,53.57,218143,Nation-state,Unpatched Software,Encryption,27
1182,Germany,2018,Malware,IT,30.2,667023,Unknown,Zero-day,Antivirus,26
1183,Australia,2023,Malware,Education,67.23,362308,Unknown,Social Engineering,AI-based Detection,5
1184,Russia,2023,DDoS,IT,86.81,717258,Insider,Unpatched Software,Firewall,16
1185,Brazil,2018,Man-in-the-Middle,Retail,76.39,984,Insider,Unpatched Software,Firewall,56
1186,Russia,2023,DDoS,Telecommunications,96.61,956064,Insider,Weak Passwords,Antivirus,45
1187,Australia,2024,Malware,Retail,64.3,891367,Nation-state,Social Engineering,Firewall,21
1188,China,2019,Man-in-the-Middle,IT,79.33,842637,Nation-state,Unpatched Software,AI-based Detection,55
1189,USA,2015,DDoS,IT,45.91,772018,Hacker Group,Weak Passwords,Encryption,46
1190,Australia,2022,Malware,IT,41.67,945897,Insider,Weak Passwords,Firewall,66
1191,Germany,2018,SQL Injection,Banking,81.33,508544,Insider,Unpatched Software,VPN,45
1192,Australia,2021,Ransomware,Healthcare,91.8,125309,Unknown,Social Engineering,Antivirus,13
1193,UK,2024,Man-in-the-Middle,IT,3.69,529410,Insider,Zero-day,Firewall,59
1194,Australia,2018,Phishing,Education,24.25,665381,Insider,Unpatched Software,AI-based Detection,61
1195,Japan,2019,Man-in-the-Middle,Telecommunications,89.5,163110,Nation-state,Zero-day,Encryption,35
1196,Russia,2019,Ransomware,IT,60.24,354784,Hacker Group,Social Engineering,AI-based Detection,65
1197,Germany,2022,Ransomware,Education,7.65,643306,Hacker Group,Zero-day,Encryption,50
1198,Australia,2016,Malware,Telecommunications,44.93,23249,Insider,Social Engineering,Firewall,1
1199,USA,2015,SQL Injection,Retail,26.98,763017,Insider,Social Engineering,Firewall,24
1200,Russia,2015,Ransomware,Retail,84.08,71334,Unknown,Unpatched Software,AI-based Detection,26
1201,Australia,2019,SQL Injection,Government,99.2,605470,Nation-state,Unpatched Software,Encryption,18
1202,India,2023,SQL Injection,Government,40.63,356387,Nation-state,Zero-day,Antivirus,11
1203,China,2023,Malware,IT,11.89,260907,Insider,Weak Passwords,AI-based Detection,31
1204,Japan,2019,Man-in-the-Middle,IT,73.71,560693,Hacker Group,Weak Passwords,Firewall,1
1205,Brazil,2015,Phishing,IT,16.44,82841,Insider,Social Engineering,Encryption,36
1206,Russia,2021,Malware,Government,51.05,262500,Nation-state,Social Engineering,AI-based Detection,27
1207,UK,2023,Malware,IT,49.13,116201,Nation-state,Zero-day,Firewall,14
1208,China,2016,Phishing,IT,17.06,44473,Unknown,Weak Passwords,VPN,67
1209,France,2017,Ransomware,IT,93.15,372975,Hacker Group,Weak Passwords,Firewall,64
1210,France,2018,DDoS,Government,66.4,613192,Insider,Weak Passwords,VPN,50
1211,India,2017,SQL Injection,Government,20.21,421023,Insider,Unpatched Software,Encryption,72
